Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
250023	Shooting Star	Corrosion — Nanami: Pulse	Each time this unit is deployed, soldiers could see a shooting star falling into the battlefield. The brilliant light is a result of burning armor under high-powered propulsion.	Assets/Product/Texture/Image/IconTools/Clo10510039071.png	Assets/Product/Texture/Image/IconToolsSp/Clo10510039071Sp.png	16	5	97512	9	1																		1	2000120	90003					
250024	Maid of Time	Operation Zero — Liv: Eclipse	7:00, good morning. 9:00, saying goodbye. 11:00, a morning tea alone. 1:00, ironing clothes. 3:00, cleaning the room. 5:00, preparing for dinner. 6:00, eagerly awaiting. 8:00, welcome back.	Assets/Product/Texture/Image/IconTools/Clo10310019101.png	Assets/Product/Texture/Image/IconToolsSp/Clo10310019101Sp.png	16	5	97512	9	1																		1	2000121	90003					
250025	Volatile Priestess	Festivals — Lucia: Crimson Abyss	This coating was recreated based on ancient legends from the database, where gods were calmed and worshipped by humans. Perhaps the wearer of this outfit would also make a suited choice in the post-apocalyptic world corrupted by Punishing.	Assets/Product/Texture/Image/IconTools/Clo10310029221.png	Assets/Product/Texture/Image/IconToolsSp/Clo10310029221Sp.png	16	5	97512	9	1																		1	2000175	90003					
250026	Spring Breeze	Festivals — Liv: Lux	Orioles hop around bamboos as the spring breeze gently goes past trees, bringing fallen petals back to the branches.	Assets/Product/Texture/Image/IconTools/Clo10210039221.png	Assets/Product/Texture/Image/IconToolsSp/Clo10210039221Sp.png	16	5	97512	9	1																		1	2000176	90003					
250027	Arctic A-Rank Construct Pick	Choose one from 12 A-Rank Constructs: Dawn, Lux, Palefire, Zero, Blast, Nightblade, Bastion, Astral, Brilliance, Silverfang, Arclight, and Rozen.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi05.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi05Sp.png	16	6	10006	9	1						1	100											3	1139	1					
250028	Gray Feathers: Crimson Abyss	Uniform — Lucia: Crimson Abyss	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10210039011Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210039011.png	16	5	97512	9	1																		1	2000199	90003					
250029	Gray Feathers: Bastion	Uniform — Kamui: Bastion	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010702Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010702.png	16	5	97512	9	1																		1	2000200	90003					
250030	End Messenger	Corrosion — Kamui: Bastion	The enhanced lower-body structure allows the wearer of this outfit to quickly dashes across cities full of obstacles. Also has a low-level virus filter installed.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010701Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010701.png	16	5	97512	9	1																		1	2000201	90003					
250031	ホワイトデーの騎士	異火、重力、夜刃、景星のうち、好きな1体を獲得できる。	あなたを守り、そしてあなたが守る騎士を選んでください	Assets/Product/Texture/Image/IconTools/IconActivityCase2003002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityCase2003002Sp.png	16	6	10006	9	1						1	100											3	2000236	1					
250032	ホワイトデーの姫	零度、爆裂、黎明、流光、極彩のうち、好きな1体を獲得できる。	あなたを守り、そしてあなたが守る姫を選んでください	Assets/Product/Texture/Image/IconTools/IconActivityCase2003001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityCase2003001Sp.png	16	6	10006	9	1						1	100											3	2000237	1					
260001	Terminal Code	Event item for "Straylight Terminal" event.	An access code for the mysterious Straylight Terminal. Rumors speak of neon visions being seen—ghosts of a long-haired maiden in austere prayer.	Assets/Product/Texture/Image/IconTools/ItKrYunying001.png	Assets/Product/Texture/Image/IconToolsSp/ItKrYunying001Sp.png	3	3	10																											
260002	Portrait - Volatile Priestess	Gives Portrait - Volatile Priestess.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/RoleHeadJpR3LuxiyaSS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadJpR3LuxiyaSSSp.png	16	5	98001	9	1						1	100											1	2120014	90003					
270001	Wishing Box	Gives 30 Black Cards and 20,000 Cogs	Use it in Warehouse > Item	Assets/Product/Texture/Image/IconTools/IconActivityCase2003006.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityCase2003006Sp.png	16	3	4000	999	999						1	10											1	2000162	90000					
270002	Serum Bundle (XS)	Gives 10ml of Serum.	An extra small Serum bundle for the Commandant's use. Holds a very small amount of Serum.	Assets/Product/Texture/Image/IconTools/ItBatI010010.png	Assets/Product/Texture/Image/IconToolsSp/ItBatI010010Sp.png	16	3	4000	999	999	3		1209600	810	1	1	10											1	2000274	90000					
250000	Serum Bundle (M)	Gives 60ml of Serum.	Medium Serum bundle for the Commandant's use. Holds a moderate amount of Serum.	Assets/Product/Texture/Image/IconTools/ItBatI010020.png	Assets/Product/Texture/Image/IconToolsSp/ItBatI010020Sp.png	16	4	4010	999	999	2		1728000	810		1	20											1	1107	90000					
400000	Cell Battery	For activating Detectors in Energy Recovery Operation.	A cell battery with some lingering power. Can be used to activate Detectors.	Assets/Product/Texture/Image/IconTools/IconSlotmachineIcon.png	Assets/Product/Texture/Image/IconToolsSp/IconSlotmachineIconSp.png	3	4	10	99999	99999	1	2021/7/17 7:00	1987140	5000042																					
400001	Coating Pick Supply Pack	Use it in Items > Item.	Choose 1 from 11 Coatings: Gray Feathers: Palefire, Gray Feathers: Nightblade, Gray Feathers: Tenebrion, Gray Feathers: Blast, Gray Feathers: Luminance, Gray Feathers: Eclipse, Gray Feathers: Lux, Gray Feathers: Dawn, Gray Feathers: Entropy, Gray Feathers: Ember, Gray Feathers: Pulse.	Assets/Product/Texture/Image/IconTools/ItCaseI010050.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI010050Sp.png	16	5	10000	9	1						1	100											3	5000030	1					
400002	Coating Pick Supply Pack	Use it in Items > Item.	Choose 1 from 6 Coatings: Maid of Time, Machina, Thistle, Gothic, Ashen End, Shooting Star.	Assets/Product/Texture/Image/IconTools/ItCaseI010050.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI010050Sp.png	16	5	10000	9	1						1	100											3	5000032	1					
93001	Kuroro Thunder Gate	Type: Small Object	Changes Decor to Kuroro Thunder Gate	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiRaydoor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiRaydoor001Sp.png	16388	4	10	99999	999						1	10											211301001							
93002	Kuroro Totem	Type: Small Object	Changes Decor to Kuroro Totem	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiTotempoles001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiTotempoles001Sp.png	16388	4	10	99999	999						1	10											211301001							
93003	Kuroro Opera House	Type: Small Object	Changes Decor to Kuroro Opera House	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiSydney001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiSydney001Sp.png	16388	4	10	99999	999						1	10											211301001							
93004	Kuroro Temple	Type: Small Object	Changes Decor to Kuroro Temple	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiBaliTemple001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiBaliTemple001Sp.png	16388	4	10	99999	999						1	10											211301001							
93005	Kuroro Needle	Type: Small Object	Changes Decor to Kuroro Needle	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiSeattleTVTower001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiSeattleTVTower001Sp.png	16388	4	10	99999	999						1	10											211301001							
93006	Great Kuroro Sphinx	Type: Small Object	Changes Decor to Great Kuroro Sphinx	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiGreatSphinx001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiGreatSphinx001Sp.png	16388	4	10	99999	999						1	10											211301001							
93007	Big Kuroro	Type: Small Object	Changes Decor to Big Kuroro	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiBigBen001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiBigBen001Sp.png	16388	4	10	99999	999						1	10											211301001							
93008	Kuroro City Ruins	Type: Small Object	Changes Decor to Kuroro City Ruins	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaimayanTemple001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaimayanTemple001Sp.png	16388	4	10	99999	999						1	10											211301001							
93009	Celica with Pearl Earrings	Type: Accessory	Changes Decor to Celica with Pearl Earrings	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiPicture001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiPicture001Sp.png	16388	4	10	99999	999						1	10											211301001							
93010	Mona Celica	Type: Accessory	Changes Decor to Mona Celica	Assets/Product/Texture/Image/IconTools/IconBlueHaiwaiPicture002.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueHaiwaiPicture002Sp.png	16388	4	10	99999	999						1	10											211301001							
400010	Component Piece	The component fragment obtained by participating in the "RISING STAR - Liftoff Project". 	It can be used for further engineering construction of the E-02 'Babylonia' as materials.	Assets/Product/Texture/Image/IconTools/IconComponentPiece.png	Assets/Product/Texture/Image/IconToolsSp/IconComponentPieceSp.png	4	4	10	99999	99	1	2021/9/13 7:00	1209540																						
400011	A-Rank Male Construct Pack	Choose one from 3 A-Rank Constructs: Palefire, Nightblade, Bastion.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/IconActivityCase2003002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityCase2003002Sp.png	16	6	98001	9	1						1	100											3	5000081	1					
400012	A-Rank Female Construct Pack	Choose one from 4 A-Rank Constructs: Dawn, Lux, Zero, Blast.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/IconActivityCase2003001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityCase2003001Sp.png	16	6	98001	9	1						1	100											3	5000082	1					
400013	Beating Heart Gift	Choose 1 from 5 gifts: Frog Accessory, Biosphere, Jack-in-the-box, Prototype Engine, Liliy Brooch.	An exquisite gift box that contains female Construct's favorite gifts.	Assets/Product/Texture/Image/IconTools/IconActivityCase2003005.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityCase2003005Sp.png	16	5	10006	999	99						1	100											3	5000083	1					
400020	Cell Battery EX	For activating Detectors in Energy Recovery Operation EX.	A cell battery with some lingering power. Can be used to activate Detectors.	Assets/Product/Texture/Image/IconTools/IconSlotmachineIcon.png	Assets/Product/Texture/Image/IconToolsSp/IconSlotmachineIconSp.png	3	4	10	99999	99999	1	2021/11/24 7:00	604800	5000203	1																				
400021	Thanksgiving Turkey	Use to obtain 60ml of Serum.	According to the records, it was a delicacy that people in the Golden Age made and enjoyed elaborately for special festivals. 'Babylonia' made the serum in that style based on the recipe.	Assets/Product/Texture/Image/IconTools/ItkrEnhuoji.png	Assets/Product/Texture/Image/IconToolsSp/ItkrEnhuojiSp.png	16	4	10	999	999																		1	1107	90000					
400022	[Christmas Cabin] Blueprint Bundle	Gives a full set of [Christmas Cabin] Decor Blueprint.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseChristmas010.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseChristmas010Sp.png	16	5	10000	9	1						1	100											1	5000176						
400023	[Christmas Cabin] Set	Gives a full set of [Christmas Cabin] Decor.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseChristmas011.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseChristmas011Sp.png	16	5	10001	9	1						1	100											1	5000178						
400024	[Christmas Cabin] Blueprint Pick	Choose 1 of the [Christmas Cabin] Decor Blueprints.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseChristmas012.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseChristmas012Sp.png	16	4	10002	99	99						1	100											3	5000180	1					
400025	A-Rank Construct Pick	Choose one from 11 A-Rank Constructs: Dawn, Lux, Palefire, Zero, Blast, Nightblade, Astral, Bastion, Brilliance, Silverfang, Arclight.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi05.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi05Sp.png	16	6	10006	9	1						1	100											3	5000230	1					
400026	S-Rank Inver-Shard Pack	Choose one from the following 7 S-Rank Constructs to obtain [Inver-Shard *6] : Entropy, Luminance, Tenebrion, Pulse, Ember, Crimson Abyss, Veritas.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItEnYunying001.png	Assets/Product/Texture/Image/IconToolsSp/ItEnYunying001Sp.png	16	6	10000	99	99																		3	5000232	1					
